,id,name,price,url
0,6790570821,"Apple 2022 에어팟 프로 2세대 블루투스 이어폰, 화이트","359,000",/vp/products/6790570821?itemId=15997176844&vendorItemId=83202423254&q=%EC%97%90%EC%96%B4%ED%8C%9F&itemsCount=36&searchId=c5fda882cf76423ab57cd9f72ed26386&rank=0
1,210191841,"Apple 에어팟 2세대 유선 충전 모델, MV7N2KH/A","167,700",/vp/products/210191841?itemId=2386507783&vendorItemId=4643936599&q=%EC%97%90%EC%96%B4%ED%8C%9F&itemsCount=36&searchId=c5fda882cf76423ab57cd9f72ed26386&rank=1
2,6135671327,"Apple 2021 에어팟 프로 블루투스 이어폰 맥세이프 호환, MLWK3KH/A","289,650",/vp/products/6135671327?itemId=11731447886&vendorItemId=80318200285&q=%EC%97%90%EC%96%B4%ED%8C%9F&itemsCount=36&searchId=c5fda882cf76423ab57cd9f72ed26386&rank=2
3,6135671335,"Apple 2021 에어팟 3세대 블루투스 이어폰, MME73KH/A","253,790",/vp/products/6135671335?itemId=11731447959&vendorItemId=80581549821&q=%EC%97%90%EC%96%B4%ED%8C%9F&itemsCount=36&searchId=c5fda882cf76423ab57cd9f72ed26386&rank=3
4,4584075863,"Apple 에어팟 맥스 블루투스헤드셋, 실버","699,000",/vp/products/4584075863?itemId=5623805740&vendorItemId=72922972711&pickType=COU_PICK&q=%EC%97%90%EC%96%B4%ED%8C%9F&itemsCount=36&searchId=c5fda882cf76423ab57cd9f72ed26386&rank=4
5,210191353,"Apple 에어팟 2세대 무선 충전 모델, MRXJ2KH/A","3,921,350",/vp/products/210191353?itemId=625994316&vendorItemId=80469524747&q=%EC%97%90%EC%96%B4%ED%8C%9F&itemsCount=36&searchId=c5fda882cf76423ab57cd9f72ed26386&rank=5
6,4584075863,"Apple 에어팟 맥스 블루투스헤드셋, 스페이스 그레이","693,000",/vp/products/4584075863?itemId=6345230591&vendorItemId=72922972644&q=%EC%97%90%EC%96%B4%ED%8C%9F&itemsCount=36&searchId=c5fda882cf76423ab57cd9f72ed26386&rank=6
7,6283586943,"Apple Beats Fit Pro 진정한 무선 이어버드, Beats 블랙","211,600",/vp/products/6283586943?itemId=12914687139&vendorItemId=80179464142&q=%EC%97%90%EC%96%B4%ED%8C%9F&itemsCount=36&searchId=c5fda882cf76423ab57cd9f72ed26386&rank=7
8,6078188801,"카카오프렌즈 K1 무선 5.1 블루투스 이어폰, 라이언, SWB-KR1","39,800",/vp/products/6078188801?itemId=11253666820&vendorItemId=78530718839&sourceType=srp_product_ads&clickEventId=c96bcde9-b438-4e3f-ada9-a0d353ff3112&korePlacement=15&koreSubPlacement=9&clickEventId=c96bcde9-b438-4e3f-ada9-a0d353ff3112&korePlacement=15&koreSubPlacement=9&q=%EC%97%90%EC%96%B4%ED%8C%9F&itemsCount=36&searchId=c5fda882cf76423ab57cd9f72ed26386&rank=8
9,4584075863,"Apple 에어팟 맥스 블루투스헤드셋, 스카이 블루","703,270",/vp/products/4584075863?itemId=5623805749&vendorItemId=72922972761&q=%EC%97%90%EC%96%B4%ED%8C%9F&itemsCount=36&searchId=c5fda882cf76423ab57cd9f72ed26386&rank=9
10,6577491155,"닥터포텐 이어프로 미니 맥스 노이즈캔슬링 무선 블루투스 이어폰, 화이트, 이어프로 미니맥스 1set","59,000",/vp/products/6577491155?itemId=14788336601&vendorItemId=82028342910&sourceType=srp_product_ads&clickEventId=d55d924f-751a-44e3-9277-1c090d35ded3&korePlacement=15&koreSubPlacement=11&clickEventId=d55d924f-751a-44e3-9277-1c090d35ded3&korePlacement=15&koreSubPlacement=11&q=%EC%97%90%EC%96%B4%ED%8C%9F&itemsCount=36&searchId=c5fda882cf76423ab57cd9f72ed26386&rank=10
11,6252894092,"잇서 사일런트 ANC 액티브 노이즈 캔슬링 무선 블루투스 이어폰, WHITE","39,800",/vp/products/6252894092?itemId=12684775194&vendorItemId=80441007125&sourceType=srp_product_ads&clickEventId=90346d17-ae25-46e5-997e-8c5a14622fb5&korePlacement=15&koreSubPlacement=12&clickEventId=90346d17-ae25-46e5-997e-8c5a14622fb5&korePlacement=15&koreSubPlacement=12&q=%EC%97%90%EC%96%B4%ED%8C%9F&itemsCount=36&searchId=c5fda882cf76423ab57cd9f72ed26386&rank=11
12,6714231770,"Apple 에어팟 2세대 유선 충전 모델, MV7N2KH/A, 화이트","175,400",/vp/products/6714231770?itemId=15597276087&vendorItemId=80354016397&q=%EC%97%90%EC%96%B4%ED%8C%9F&itemsCount=36&searchId=c5fda882cf76423ab57cd9f72ed26386&rank=12
13,6403195378,"애플코리아 에어팟2세대 유선충전케이스 (이어폰 미포함) 블루투스이어폰, 흰색, 에어팟프로 충전기(유닛미포함)","77,930",/vp/products/6403195378?itemId=13699162892&vendorItemId=70082635226&q=%EC%97%90%EC%96%B4%ED%8C%9F&itemsCount=36&searchId=c5fda882cf76423ab57cd9f72ed26386&rank=13
14,6279602468,준준베베 차이팟 프로 ANC 리얼캔슬팟 14세대 잡s도 속앗다 블루투스 무선 이어폰 화이트 스포츠 운동 가성비 아이폰 갤럭시 샤오미 호환 액티브 노이즈 캔슬링 12대 13세대,"37,500",/vp/products/6279602468?itemId=12887763698&vendorItemId=72038981579&sourceType=srp_product_ads&clickEventId=afaf21cb-6680-46b5-9a1f-35719da16713&korePlacement=15&koreSubPlacement=15&clickEventId=afaf21cb-6680-46b5-9a1f-35719da16713&korePlacement=15&koreSubPlacement=15&q=%EC%97%90%EC%96%B4%ED%8C%9F&itemsCount=36&searchId=c5fda882cf76423ab57cd9f72ed26386&rank=14
15,4584075863,"Apple 에어팟 맥스 블루투스헤드셋, 핑크","712,000",/vp/products/4584075863?itemId=5623805756&vendorItemId=72922972807&q=%EC%97%90%EC%96%B4%ED%8C%9F&itemsCount=36&searchId=c5fda882cf76423ab57cd9f72ed26386&rank=15
16,5683959239,"펜톤 코어 무선 블루투스 5.2 게이밍모드 이어폰, 블랙","48,050",/vp/products/5683959239?itemId=9394496954&vendorItemId=76735132856&sourceType=srp_product_ads&clickEventId=aa5a43d0-c37c-4680-bae3-d9a84b8215f2&korePlacement=15&koreSubPlacement=17&clickEventId=aa5a43d0-c37c-4680-bae3-d9a84b8215f2&korePlacement=15&koreSubPlacement=17&q=%EC%97%90%EC%96%B4%ED%8C%9F&itemsCount=36&searchId=c5fda882cf76423ab57cd9f72ed26386&rank=16
17,342826123,"APPLE 애플 에어팟프로 왼쪽 오른쪽 단품 한쪽구매 블루투스이어폰, 에어팟프로 양쪽(충전기본체미포함)","195,070",/vp/products/342826123?itemId=1089932822&vendorItemId=75728507309&q=%EC%97%90%EC%96%B4%ED%8C%9F&itemsCount=36&searchId=c5fda882cf76423ab57cd9f72ed26386&rank=17
