,id,name,price,url
0,6790570817,"Apple 정품 아이폰 14 자급제, 퍼플, 128GB","1,250,000",/vp/products/6790570817?itemId=15997175963&vendorItemId=83202422285&q=%EC%95%84%EC%9D%B4%ED%8F%B0&itemsCount=36&searchId=7018df8a5abb4a8cbc7dded1491a4f1b&rank=0
1,6790570817,"Apple 정품 아이폰 14 자급제, 레드, 128GB","1,250,000",/vp/products/6790570817?itemId=15997178966&vendorItemId=83202425285&q=%EC%95%84%EC%9D%B4%ED%8F%B0&itemsCount=36&searchId=7018df8a5abb4a8cbc7dded1491a4f1b&rank=1
2,6091199372,"Apple 아이폰 13 자급제, 스타라이트, 128GB","1,057,300",/vp/products/6091199372?itemId=11356856709&vendorItemId=78633224955&pickType=COU_PICK&q=%EC%95%84%EC%9D%B4%ED%8F%B0&itemsCount=36&searchId=7018df8a5abb4a8cbc7dded1491a4f1b&rank=2
3,6396531908,"Apple 2022 아이폰 SE 3세대 자급제, 스타라이트, 128GB","655,000",/vp/products/6396531908?itemId=13660508306&vendorItemId=80912914685&q=%EC%95%84%EC%9D%B4%ED%8F%B0&itemsCount=36&searchId=7018df8a5abb4a8cbc7dded1491a4f1b&rank=3
4,6091199372,"Apple 아이폰 13 자급제, 핑크, 256GB","1,230,000",/vp/products/6091199372?itemId=11356856874&vendorItemId=78633225201&q=%EC%95%84%EC%9D%B4%ED%8F%B0&itemsCount=36&searchId=7018df8a5abb4a8cbc7dded1491a4f1b&rank=4
5,6091199372,"Apple 아이폰 13 자급제, 핑크, 128GB","1,033,500",/vp/products/6091199372?itemId=11356856713&vendorItemId=78633224964&q=%EC%95%84%EC%9D%B4%ED%8F%B0&itemsCount=36&searchId=7018df8a5abb4a8cbc7dded1491a4f1b&rank=5
6,6091199372,"Apple 아이폰 13 자급제, 미드나이트, 128GB","1,057,300",/vp/products/6091199372?itemId=11356856707&vendorItemId=78633224945&q=%EC%95%84%EC%9D%B4%ED%8F%B0&itemsCount=36&searchId=7018df8a5abb4a8cbc7dded1491a4f1b&rank=6
7,6396531908,"Apple 2022 아이폰 SE 3세대 자급제, 미드나이트, 128GB","655,000",/vp/products/6396531908?itemId=13660508308&vendorItemId=80912914691&q=%EC%95%84%EC%9D%B4%ED%8F%B0&itemsCount=36&searchId=7018df8a5abb4a8cbc7dded1491a4f1b&rank=7
8,6701585045,"삼성 노트북9 메탈 코어i7 대용량 SSD 256GB, 단품, 단품","539,000",/vp/products/6701585045?itemId=15525120936&vendorItemId=83290499298&sourceType=srp_product_ads&clickEventId=d167a9e1-7c8c-41ea-9992-7c892f792a9d&korePlacement=15&koreSubPlacement=9&clickEventId=d167a9e1-7c8c-41ea-9992-7c892f792a9d&korePlacement=15&koreSubPlacement=9&q=%EC%95%84%EC%9D%B4%ED%8F%B0&itemsCount=36&searchId=7018df8a5abb4a8cbc7dded1491a4f1b&rank=8
9,6396531908,"Apple 2022 아이폰 SE 3세대 자급제, 스타라이트, 256GB","790,000",/vp/products/6396531908?itemId=13660509651&vendorItemId=80912916063&q=%EC%95%84%EC%9D%B4%ED%8F%B0&itemsCount=36&searchId=7018df8a5abb4a8cbc7dded1491a4f1b&rank=9
