,id,name,price,url
0,6790570817,"Apple 정품 아이폰 14 자급제, 퍼플, 128GB","1,250,000",/vp/products/6790570817?itemId=15997175963&vendorItemId=83202422285&pickType=COU_PICK&q=%EC%95%84%EC%9D%B4%ED%8F%B0&itemsCount=36&searchId=c9514a49eaec435686da81ecdab2211d&rank=0
1,6790570817,"Apple 정품 아이폰 14 자급제, 레드, 128GB","1,250,000",/vp/products/6790570817?itemId=15997178966&vendorItemId=83202425285&q=%EC%95%84%EC%9D%B4%ED%8F%B0&itemsCount=36&searchId=c9514a49eaec435686da81ecdab2211d&rank=1
2,6091199372,"Apple 아이폰 13 자급제, 스타라이트, 128GB","1,057,300",/vp/products/6091199372?itemId=11356856709&vendorItemId=78633224955&q=%EC%95%84%EC%9D%B4%ED%8F%B0&itemsCount=36&searchId=c9514a49eaec435686da81ecdab2211d&rank=2
3,6091199372,"Apple 아이폰 13 자급제, 핑크, 256GB","1,230,000",/vp/products/6091199372?itemId=11356856874&vendorItemId=78633225201&q=%EC%95%84%EC%9D%B4%ED%8F%B0&itemsCount=36&searchId=c9514a49eaec435686da81ecdab2211d&rank=3
4,6665788799,미니 스마트 폰 ( 2022년형 / 완전 공기계 / 세계에서 가장 작은 스마트폰 / 무선이어폰 제공 ),"98,200",/vp/products/6665788799?itemId=15317818174&vendorItemId=82690922539&sourceType=srp_product_ads&clickEventId=c84921c2-d265-40c6-a3cc-71477edfe043&korePlacement=15&koreSubPlacement=5&clickEventId=c84921c2-d265-40c6-a3cc-71477edfe043&korePlacement=15&koreSubPlacement=5&q=%EC%95%84%EC%9D%B4%ED%8F%B0&itemsCount=36&searchId=c9514a49eaec435686da81ecdab2211d&rank=4
5,6091199372,"Apple 아이폰 13 자급제, 스타라이트, 256GB","1,193,100",/vp/products/6091199372?itemId=11356856872&vendorItemId=78633225193&q=%EC%95%84%EC%9D%B4%ED%8F%B0&itemsCount=36&searchId=c9514a49eaec435686da81ecdab2211d&rank=5
6,6091199372,"Apple 아이폰 13 자급제, 미드나이트, 256GB","1,193,100",/vp/products/6091199372?itemId=11356856871&vendorItemId=78633225169&q=%EC%95%84%EC%9D%B4%ED%8F%B0&itemsCount=36&searchId=c9514a49eaec435686da81ecdab2211d&rank=6
7,6790570817,"Apple 정품 아이폰 14 자급제, 블루, 128GB","1,250,000",/vp/products/6790570817?itemId=15997175950&vendorItemId=83202422283&q=%EC%95%84%EC%9D%B4%ED%8F%B0&itemsCount=36&searchId=c9514a49eaec435686da81ecdab2211d&rank=7
8,6820345275,"모란카노 카메라 메탈 링 보호필름 강화유리 2매, 오로라 2매","15,000",/vp/products/6820345275?itemId=15749628337&vendorItemId=82963387288&sourceType=srp_product_ads&clickEventId=d700d5c3-4073-42d9-87dc-1cec7f1d1272&korePlacement=15&koreSubPlacement=9&clickEventId=d700d5c3-4073-42d9-87dc-1cec7f1d1272&korePlacement=15&koreSubPlacement=9&q=%EC%95%84%EC%9D%B4%ED%8F%B0&itemsCount=36&searchId=c9514a49eaec435686da81ecdab2211d&rank=8
9,6091199349,"Apple 아이폰 13 Pro 자급제, 그래파이트, 1024GB","1,939,990",/vp/products/6091199349?itemId=11356856925&vendorItemId=78633225318&q=%EC%95%84%EC%9D%B4%ED%8F%B0&itemsCount=36&searchId=c9514a49eaec435686da81ecdab2211d&rank=9
